Review,Sentiment
The food was excellent - everything we ordered was very flavourful - the Mango margarita was delicious.  Service and ambiance were excellent as well.  I will be returning again for sure!,2
"Best Mex on the beach. Some of the best food I ever ate period
I want to eat here every night. Excellent food.",2
Fantastic flavour. Ordered to take-out. Fresh and great quantity. A new favourite for sure.,2
"Nice and cozy with friendly service.  Dinner was good but not wow.  We had Barbacoa de Borrego and Chocinita Pibli, both were good but you only get tortillas, a very small cup of beans and pineapple salsa.  No rice.  Both dinners were appetizer sized and priced $18-$20 each. For starters we had guacamole sampler which was excellent but definitely overpriced @ $18.  

I would recommend this place but beware of portion size for the price you pay.",2
"One of the best Mexican restaurants in Toronto. Small little place and is almost always packed. Everything on the menu is delicious, good portions, but a tad overpriced. What can you expect - leases for restaurants in the Beaches are astronomical. Wife has a shellfish allergy and they were honest to say she wasn't safe to eat there due to the small kitchen and chance on cross-contamination. Fantastic choice of rare tequilas. Cant go wrong with Xola!",2
First time here and I loved everything we ordered. The food was authentic and very flavourful. Each dish had its own unique flavours. It's a great Mexican spot in the beaches.,2
"Good Eats can be that simple and I love how Xola Mexican Food prepares their food. Fresh ingredients and with a touch of love, herbs and spices, Mexican Food is just that simple.

The interior is small and cozy. We were here for a late brunch on a Sunday and there was no wait at all. Service can be a little slow as Xola is more like a family run and with only 1 chef and 1 server working here during our visit.

We shared: 

Horchata ($3.50)
- I never really into Horchata and I found their version not as nutty and creamy as I preferred
- maybe adding rum to become Ronchata next time!

Burrito Lamb ($8.95)
- slow cooked pulled lamb was so soft and moist with a lot of flavour

Fish Taco ($15)
- fish has a nice and firm texture and the breading was so light and crispy!
- love the spicy mayo, guacamoles, pickled cabbage and everything just go so well together!

Good Mexican food is hard to find in Toronto and of course I would be coming back to Xola for more!",2
"Came here upon invitation of my friend for his birthday dinner.  Because the restaurant was tiny, we shut the place down for the night with 20-something people in our party.  Happy to be there as the service was very good, the servers keeping up with the big crowd and I was in good company for the whole meal.  I haven't even started with how the food tasted good and this comes from someone who is not such a big fan of tacos.  I definitely enjoyed the warm nachos, tasty and fresh guacamole samplers and absolutely yummy stuffed poblano pepper tacos.  Definitely a good find!",2
"Xola Mexican Food would be a great cosy place to take a first date. They promise Mexican food unlike any other. The small setting is endearing. While the service was excellent, and the menu promised good, fresh ingredients...

No salsa or chips to get you started on the house as is usual in the places I've been. Instead, for $10.50 or so, when we ordered the Guacamole as an appetizer, it was excellent and enough for both of us. As good as avocados can be. Not special.

I ordered the Duck. I received a very small serving roast duck taken off the bone in a small bowl, several small wraps, a  1/2 ramekin of chopped fruit for the wrap, a  1/2 ramekin of sour cream. That's it. No potatoes. No rice. No salad. Messy.  It was OK. Not interesting. Cost over $22.00.

My girlfriend ordered braised Lamb. Same thing. It was a tiny portion, stewed and served in a small bowl, with several small wraps,  1/2 ramekin of black beans. That's it. No potatoes. No rice. No salad. It was just OK. The duck was better. Cost over $18.00.

Add 1 beer and 1 excellent Margarita to that, and the bill was $80. 

Because the service was good, a tip had to be added which brought it up to $90.

Moral to this story - Xola is not even close to worth it. You won't find what you're used to or expect to. If you're open to novelty, you'll be disappointed by what you're served and what you're not.

For the best mexican, its worth the trip to Cielito Lindo in Pickering or Mexican Lindo at 971 O'Connor Dr, Toronto  - the very best. And we could have eaten twice for what I paid.

If you want duck or lamb, better to hit Chinatown or Greek Town respectively.",0
"Excelente!!!!! I had a great experience at Xola, great service and great food. 100% authentic Mexican food and test. We ordered appetizer Trio, the Duck confit tacos and the Arrechera everything was awesome!!! I definitely will come back!",2
"My favourite restaurant in the Beach, and some of the best Mexican food in the city. Not the cheapest, but the food is high quality. Great margaritas, guacamole, and tacos. Fish tacos are light and delicate, with a lovely balance of flavours and texture.",2
"Absolutely love this place!

Me and my husband have been coming here for years.  The staff is friendly and attentive and the food is delicious.

The prices may shock you at first but all the produce and meat is well sourced and the portions are quite large so you really get what you pay for.  We always make sure to try at least one new thing off the menu whenever we go and are never disappointed.

The food is always fresh and bright and completely satisfying and the close, intimate setting always reminds us of my husband's mother's kitchen. 

A great hidden gem and a must try in the city.  It's definitely worth a walk along Queen street.",2
"Very small but very delicious. I have been trying to find the best Mexican food in the city and this one definitely beats out the rest. We goat the goat cheese and sun-dried  guacamole, it was amazing!! The tacos are delicious and just the right portions and amount of spices. 
Also the best margaritas! Definitely recommend the Hibiscus one. 
A hot spot in the beaches for sure!!",2
"I really like the complimentary salsa bar in the restaurant that was paired with the complimentary multi-colored tortilla chips. I ordered the gourmet vegan taco, which I really savored. The chorizo flavored TVP was really delicious. I highly recommend anyone try this restaurant!",2
"I absolutely love little unassuming places like cinco. A great addition to the neighbourhood and a little walk from high park. You know this is a great  place when the food is affordable, tasty and authentic! I love the hot sauce choices. The coziness is real here. The only thing is because it is small, it does fill up fast. I highly recommend if your in and around the Roncesvalles neighbourhood! I throughly enjoyed  the carnita and fish tacos I had! Happy eating!",2
Cute restaurant with a large variety of options . We went midday so missed the brunch menu and were too early for dinner menu . We were left with an impressive list of tacos to choose from which were freshly made with just enough spices! Very friendly server who made sure we had a great experience,2
"My husband and I were in the area and thanks to Yelp, we ended up at this cute restaurant. Our visit here definitely didn't disappoint! Upon walking in, the beautiful murals are hard to miss and it's noticeably small with only a few tables but I actually like that about it. There's something great about hole in the wall type places as these very places are often where great food is at and you'll find that's the case here for sure. 

There were so many choices - each of the different tacos sounded delicious! There are street tacos which are smaller in size for about $4 each and there are a few options like chicken, pork, beef, fish, and vegetarian. There are also gourmet tacos which are more of the stars of the menu here since they are bigger in size and there are many more options that the street tacos. Check out the menu as there are too many to name! The gourmet tacos range in price from around $7.99 - $9.00 depending on which one you order. There's something for everyone!

We ended up getting the combined chorizo and beef gourmet taco, as well as the braised pork and pork belly gourmet taco. Both were filling and delicious but the chorizo/beef taco was slightly more flavourful. Complimentary nachos are provided while you wait for your order as well. I also loved how this place has a salsa bar of about six different salsas with different levels of heat. We enjoyed each one but I particularly liked the creamy habanero one. This place is definitely worth a visit!",2
"Two types of tacos:
Gourmet = two tacos with cheese in middle with loads of stuff inside. About $8 each. I'd say they are better and more complex than the latter, but at $8 is a bit steep.

Street: More simple one tortilla tacos. Still really good and about $4 each.

I'd say in general the tacos are really good. 

The service is quick, though when we were there, there was only one other person so the chef made ours immediately.

The complimentary chips were made on the spot, I saw her frying them while we were there in preparation. Though if you ask for more, it is another $1.50.

The sauces, and get yourself were delicious. I really liked they Mexican mud and the green one, forgot the name.",2
"I honestly don't know why it took us so long to come and try Cinco! We've seen it on yelp and google reviews so many times but finally decided to try it for lunch on Sunday. Located in Roncesvalles is this homey Mexican restaurant. As you walk in, you are pleasantly greeted by the hostess and the chefs. Restaurant isn't too big, and they really only have a couple of tables, i think with the largest table seating 8? Menu is also fair in size, but they have Sunday brunch if you're interested in eggs rather than tacos! We came here specifically for their tacos and salsa bar! 

Hostess/waitress was great in explaining their menu to us. They have 2 types of tacos: Gourmet and Street taco. Gourmet tacos are two tortillas stuffed with cheese in between and then their taco ingredients on top. Street tacos are your typical tacos but with only 1 tortilla. We opted to try one of each. I had the seafood gourmet taco (fish, squid and shrimp) with slaw on top and also the beef street taco. The beef street taco is AMAZING. So flavourful and filled with onions and cilantro on top!! The seafood gourmet taco was good but was nothing overly special in my opinion. My hubby got the rotisserie chicken taco and that was SOOO good. I was first skeptical because rotisserie chicken and tacos together didn't sound appealing, but the sauce, the ingredients, the toppings all combined so well together. Mind you they are not stingy on their meats. They give you a heaping amount and you get really full after one gourmet taco!! The waitress also recommended their churros as they are homemade and lightly dusted with cinnamon. We tried the chocolate filled churro and it was sooooo goood. it comes out pipping hot and with chocolate oozing out. 

Service was also fast and great. They also serve free nacho chips and a help yourself salsa bar which was fun! They had salsa ranging from mild to really spicy. and also had this jalapeno guac that was my fav. I can't wait to return and try their other options!!",2
"The decor, the food, the service and the hardworking owner and staff made this a place we will never forget. Tons of amazing salsa, super authentic food and a cozy home feeling. Top notch and a definite go-to!",2
"What an absolute gem! Had been meaning to write a review and have been here three times so far. The food is incredible. I have Mexican food in LA more often than not and that stuff is amazing ... so I'm always sceptical about what I have over here actually being good. This place is equal to most of my favourites and superior to a few others I have been to over in LA which is saying a lot. 

I really love the diversity of the plates, like whatever you order the sides not only compliment the food but they are plentiful in choice. They even have a salsa bar. 

My only tip would be if you love salsa as passionately as I do ...bring a little plate to the bar so you can load it up with the little salsa cups. 

Long live delicious food!",2
"First time at Cinco and we were not disappointed. Lots of great things on the menu, so we will definitely be coming back to try more. Also, they have a great salsa bar with a variety of options worth trying. Lively atmosphere, but the service was just a bit slow.
For this first visit, we started with the lime margaritas (FYI that these are frozen, but very good) and the chicken taquitos (good; the shells felt a little tough but all the fresh toppings made up for it).
Then we got the Pollo con mole gourmet taco (very good!) and the enchiladas (3 per order, we couldn't finish it). Trying a different salsa with each bite gives each a unique flavour profile. The morita salsa was my favourite, and the jerk flavoured one is good too.

They also do brunch, and the menu says their cocktail menu is coming.",2
"One of my favourite Mexican restaurants in the city. The menu is mostly tacos but don't judge it's limited appeal.... the tacos are mouthwatering. I had the Pescado (fish) Street tacos and the Cochinita Gourmet Tacos. I would highly recommend the Cochinita Taco even if you're not into pork. The way the pork belly is cooked will have it melting in your mouth. Topped with the braised pork, this taco will leave you wanting to come back for more.

They also make all of their sauces in house which you'll find towards the back of the restaurant. There's quite a variety so ask the chefs nearby what they would recommend with the tacos you order.

Oh and fair warning, their taco sizes are huge especially their Gourmet Tacos. I had one Gourmet and one Street and I had a hard time finishing both. One Gourmet taco or two street tacos are probably a good portion size to have.",2
"Amazing lunch specials. They have a very good salsa, you will be impressed with the flavors. Really enjoyed it, will be back and definitely recommend.",2
"Excellent Mexican food, great prices, service is amazing ! So happy we had dinner at Cinco and can't wait to go back. Fish tacos and calamari were our favourites. Churros were delish !",2
"It's tough for me to give out five stars but this place is just so great and to top it off (and earn the 5th star) is good value. The flavour in the meat is amazing. Our group had cochinita pibil, beef & carnitas, and fish. Everyone was super happy. Their salsas, a key measure of any Mexican restaurant, are great. 

Best tacos I've had in Toronto, one of the best spots on Roncesvalles. Can't wait to return. It'll be a Ronny staple for our family.",2
"I've been anticipating this restaurant to open since I saw the coming soon signs. Recently opened, I dined in to check it out.

Food: They have a selection of rotisserie chicken (pollo rostizado), gourmet tacos and street tacos. They also have imported Mexican soda (grapefruit, pineapple and other flavours). If you sit in, they give you complimentary nachos and salsa verde! I tried the 1/4 chicken which came with broiled potatoes and three tortillas. The chicken was the star of the plate, it is juicy inside and held a pack of sweet and savoury flavour. 
I left the pescado (fish) street taco for last, it came with two pieces of battered fish, onion, cilantro and one tortilla. I guess I left it out too long, as the fish was not buttery and moist inside. 

Service & atmosphere: The staff are friendly and as I was a first timer they explained the items on their menu. If you want to know more about the food, they'd be glad to share their origins. The murals along the walls are painted with beautiful detail, I could not take my eyes off them.

Price: The 1/4 chicken plate and fish taco was $13.27 altogether. Leaving with a full stomach on that price seems fair to me. The next time I come back, will try the gourmet tacos. This restaurant is a welcomed addition to Roncesvalles!",2
"Ordered the chicken and fish street tacos. Delicious. Probably the best tacos I've actually ever had. Very fresh, well seasoned, not oily. I'd give this place a 5/5 except service was slow and the restaurant is cramped and very cold. Our server was friendly. Washrooms were pretty clean. I'll come back for the tacos hands down.",2
Amazing place! It became my favourite Mexican place! The sauces are amazing! Everything! Price is fair! I loved it!,2
"This is, hands-down, the best mexican food place in Toronto! And I would know!  I live in Cuidad de Mexico, DF, and have travelled (with locals) pretty much every corner of Estados Unidos de Mexico!

In Toronto I've tried every single mexican restaurant in the core (no suburbs), including Los Colibris (high end), Caballito, Grand Electric (fusion), etc. etc.

NONE of the above places are as good as this one. None, even the pricey ones! 

Cinco is a very small restaurant and it gets really busy around brunch on weekends. They have a special brunch menu, but their regular one is also available.  The best items on the menu are tacos and they come in two varieties: specialty (lots of goodies) and regular (simple).  Specialty tacos are around $8 - two are enough for the average guy (150lbs), while the regular are around $5 and you'd probably need three to feel full. They also have a 'salsa bar' with different heat salsas - but they are all sooo goood!!!

The service is good but not servile.  When it gets busy sometimes they forget stuff (no free chips), but just remind them. The flavors of the pork belly and specialty pork are to die for!  I pity the people who don't eat the tastiest meat out there because they are missing on an amazing flavor and texture experience.  The chicken is also good, but the pork is waaay better.  In DF, pork Tacos al Pastor are the main street food, and here they are replicated almost exactly.

Now a word for vegans (one nasty review down the screen, scroll down, you'll find it) - JUST KEEP MOVING!  This is not a restaurant for you!  I can't believe the lady who wrote the review ordered the tacos without meat AND without cheese!!!??? What's left? NOTHING - that's what!  The slow cooked meat with it's juices and mixed with the melted cheese, both soaking into the corny (see what I did there) tortilla is the essence of the food experience here.  During my time in Mexico I didn't meet a single local vegetarian/vegan.  That should tell you about the essence of the cuisine. 

Do yourself a favor and come to this restaurant and eat the dishes as they are written in the menu (no substitutions!) - your taste buds will thank you for hours.",2
"Terrific taco lunch today!! Excellent food, staff, and ambience. Will definitely return.",2
"I had a wonderful lunch at Cinco during the Cinco de Mayo gourmet taco special. I arrived just before the lunch crowd and the server was very nice to explain all the specials to me. I ordered both Al pastor (pork) & Marisco (seafood) tacos. Both were very good, packed with flavour and very balanced. Pro tip, try all the different sauce in the back with the tacos. The extra heat makes a big difference.
I will come again for their brunch specials.",2
"Popped into this place around noon and it was absolutely packed. Had a quick look at the menu and thought it was quite nice. We were doing a little food tour on Roncy so didn't want to consume a full meal before we had a chance to sample all of the beautiful offering that the local shops had on offer. 

We walked the stretched and managed find find a few small things to munch on. 

After the walk back, I suggested we get some tacos at Cinco. 

Was provided some awesome tortilla chips at no cost. They had a wide selection of salas at no additional cost as well which was very nice. 

Before I forget, the waitress was exceptional. She had notice that we had popped in earlier and was surprised to see us back a couple hours later. 

The food was spectacular. I ordered the mixed pork 'gourmet' taco - consisting of pork belly, loin and some other delicious ingredients ~$8 and change. My SO ordered the three for $10 and got the fish (2) and beef (1). 

Quite honestly, the food here is delicious and worth the wait. Yes we were there off peak hours and so not everything would have been prepared quickly - so there was a bit of a wait - but it was really delicious (almost as good as Seven Lives in Kensington Market. 

The decor was also very nice and just generally a great experience.",2
"We did it! We did the BRUNCH CHALLENGE and won! Today's weather was about -1C and we decided to participate in El Catrin's Brunch Challenge (if you can last throughout your meal on their outside patio, your meal is discounted 50% off!!) 

The whole atmosphere was very cool.  Promptly greeted and showed to our outdoor table!! We were lucky to nab a seat around the fire pit (nice and warm!). 

The brunch overall was so filling and servers brought our 4 course brunch one after another!!

I really enjoyed their huevos, the tomato sauce was yum!",2
"El Catrin is good! Located in the heart of Toronto's Distillery District, it prides itself on its traditional Mexican-style cuisine in a casual, yet oh-so-slightly-upscale atmosphere.

The interior is very tastefully decorated and the restaurant features a large outdoor patio equipped with giant space heaters for colder days.

I went to El Catrin for lunch and tried the Pepito torta while my companion had the Huevos Rancheros. The steak sandwich was really well marinated and super tender. Go for it! Oh, and we had the tableside-made guacamole with the tortilla chips (which turned out to be pretty excellent). You should go for that as well.

There aren't too many great options for food near Corktown/Distillery District, so give El Catrin a try next time you're around.",1
"Came here on a chilly Monday night and was surprised by how busy it was! My cousin was in town from Calgary for the night so I wanted to take her somewhere fun like the Distillery, and what better way to warm our chilly January souls than with Mexican food?? 

We are both vegetarian so we did a bunch of share plates, and we were both really happy with the number of options. 

We tried the corn ""esquites"", which was totally not what we were expecting (corn in a shot glass!), but the chipotle aioli it was mixed with was so, so good. I'd buy some in a bottle and take it home if they let me. (Should have asked!)

We also had a good old bowl of tortilla chips, plus the charred cauliflower, which was really good, and the ""La trajinera"" tacos which were also pretty good... though if I'm being picky, I'd love to see at least one more veggie taco option. 

Overall, loved the atmosphere and servers were friendly and helpful. I ended up drinking red wine since I was so cold that night, but I'll definitely be back in the summer to try one of their tequila cocktails (and hopefully snag a seat on that awesome patio).",2
"Food was great service was slow.

Ordered guacamole n chips freshly made smashed in front of you 

Got a michalada wasn't so bad for Canada 

Ordered chicken torta and it was more of gourmet torta which was really good. Came with sliced chicken breast pieces with there chiptole sauce and ciabatta bread. On the spicy side but was really good 

The place is very nice lots of seating, inside and outside but it was snowing outside so all the tables were taken sat on the bar table. Everyone is friendly and nice just didn't wanna wait 45 mins for a torta and chicken burrito.",2
"Awesome restaurant in the distillery district! The outdoor patio seating is lovely in the summer, and food and drink were all delicious!",2
"We came here for dinner on a weeknight, and were seated almost immediately.

We ordered the $15 sopes, which were delicious but came in a really small portion size (only two small pieces). The baja tacos were great, with a light and crispy batter.

Overall, the service and food were good, but it is pricey (understandable though because of its prime location in the Distillery District).",2
"Guacamole was good but portions are not that big. The price of dishes are fine. Atmosphere was very nice. For the desert we had churros with chocolate and caramel sauce and they had really good taste and texture. We did waited some extra time for service and we shouldn't, because at that time restaurant wasn't to busy.. No free parking.",1
"What a fun little place!!! They have an absolutely beautiful outdoor seating area. I can't think of an ambience much better than sitting outside here on a summer night with a light breeze. Definitely the cutest place in the Distillery District based on just walking around and checking everything out.

The food: Is it overpriced? Absolutely. But I was very pleasantly surprised by its quality and I'm sure you can't get anything cheap in this area. Obviously this isn't some hole in the wall taquería, but for the kind of place this is, the al pastor tacos were great. Super flavorful and tons of pineapple. Much better than whaf I expected. We also ordered chips and guac for the table. There was plenty of guac but an almost laughably small amount of chips, so probably not worth the cost but still good. And of course we enjoyed everything a little more when they brought out our margarita pitcher...

If I'm ever back in Toronto I'd totally come back here. Whether you're coming for dinner or just to grab some drinks and some Instagram pics, this is a good spot.",2
"Yum, yum, yum!  I came here with a large group of ladies.  A couple of extra people were added to our reservation on the spot with no problem at all.  We ordered the fixed price menu with 7 courses.  Some of our friends were vegetarian and they were able to make substitutions, also with no problem at all.  

The decor is very cool and artistic.  The large, outdoor patio is great in the summertime and just as lively as inside.  

Delicious food, lovely service.  Can't wait to come back.",2
"Loved loved loved this restaurant! 

First off, the ambience was AMAZING! We got there early enough (6pm) where we were able to get a patio table right by the fire. It was so cozy outside and super cute. The chairs and other furniture were funky looking but comfortable. The atmosphere at this place makes it what it is. 

The food and drinks were just as amazing as the ambience though. We ordered a regular and mango margarita. Super good...especially because the mango margarita was actual mango purée and not a syrup. 

The food is served more tapa style, but the specials and tacos could be big enough portions if you aren't super hungry. We ordered the table side guacamole and tuna tostada..both great. For entrees we ordered the quesadilla (I know it sounds weird..but it sounded to amazing to pass up) and the shrimp tacos. Both so so so good! The quesadilla I think was the best as odd as that sounds. The pastor meat in it was bomb! 

Didn't order dessert because we were a tad full...but the churros looked great! I would definitely come here if in the mood for amazing Mexican food and a great environment. Also if you love tequila, lots of options!",2
"Where do I start! This review is long over due as you can see I visited during patio season. They have huge patio with a fire pit! 

This place has the best Mexican food and drinks and needs to be on everyone list of places to check out! I recommend getting a margarita or the horchata colada and tacos and the chips & guac.",2
"I love the decor of this place! It has a really Mexican feel. There is an inside and an outdoor patio you can sit at. The restaurant also has a outdoor taqueria if your just grabbing a quick bite and a drink. 

We ordered the chips with table side guacamole. It was made fresh and even grounded up right next to us. Next came the elote that was in small square shot glass size. I ordered the shrimp tacos which were spicy and cooked to perfection. My boyfriend ordered a carne asada dish. He devoured his meal so it must have been very good. 

The staff was very nice and quick. Our food was great and portions are reasonable.",2
"I come here several times a year and its still the best! One of my favourite restaurants in Toronto. 

2 years ago they had a dish called the Love Boat which was one of my fav dishes but they discontinued it. I stopped coming as often because of that but decided to revisit for the guac! OH MY GOD. Best.Guac.Ever. They will crush and make the guac in front of you which is a cool personal touch. The flavour is just right! You can taste the hint of lime, the onions and tomatoes! To top it off, the chips they provide are to die for... 

I would also highly recommend the original margarita! One of my favs!! My friend and I once ordered a pitcher and both got pretty drunk off it haha! Perfect amount of tequila in each glass and overall just the perfect amount of sweetness. 

In terms of atmosphere, the inside is pretty dim with loud music. I've sat inside once and can say it is definitely an experience. I did the tasting menu that time, and i believe it was $65/person and you get to experience a bit of everything! Definitely worth it if you have the appetite, I was too full for the best part... the dessert... WHICH TO MENTION, WAS MY FAV PART! I have to talk about the churro.... LITERALLY THE BEST. Nice and thick, with a crunch, very warm, and also the perfect amount of cinnamon sugar! 

Taco portions are also huge. I think I can write an essay because I've tried almost everything on this menu. HIGHLY RECOMMEND",2
"Had a great time here! Yes, like everyone else agrees, the ambiance is 5++. See photos. 

The food is actually quite on point too! My friend who is from Mexico City felt this was very tasty and plans to take her parents here when they come visit from Mexico. Got the guac (fresh they mix it at the table), ceviche trio (refreshing! Good quality seafood and nice flavor combinations), two types of tacos, and the elote which was surprisingly amazing (nothing like the sad mayo based stuff you get on the street). Want to try the deserts but we were too full! 

Service was wonderful too. We got there at 7pm on a Saturday. 1 hour wait for the patio. We went to the bar to get drinks and appetizers and they let us bring our apps outside when our table was ready. Yes we were a little annoying but the girl at the front was very accommodating. Waiter was very attentive and kind :), gave good recommendations.",2
"I love the decor of this place! It's so unique. We came here for a company dinner so we had a set menu. It was a lot of food. Everything tasted good. Only one of the dishes was too spicy for me. I liked the simplicity of the food because the taste was just great. Simple doesn't have to mean bland. For a Tuesday evening I didn't expect it to be so busy. But it was very busy. If we didn't have a reservation we would've been waiting a long time I think.

The first item on the set menu is the appetizer of chips & guacamole. It was made fresh & even ground up fresh in a stone bowl. Next came the charred corn off the cobb in a small square shot glass size. Yummy! After that we have the diablito salad with Israeli couscous, then pollo loco (chicken taco), baja (fish taco), squid & chorizo kebab, and then churros for dessert. I had a mushroom taco since I'm allergic to fish. They are able to customize for those with allergies. I'm lactose intolerant & allergic to fish. So I had different items than what was on the set menu.

Waitstaff were quick & nice. Everyone has to wear red on top it seems. I think only the managers didn't wear red. The old wood reminds of reclaimed wood from ships. But apparently it was reclaimed from the old distillery buildings. I'd come here to eat again & I actually want to bring hubby here to try the food.",2
"Love, love, love this place. 

There are not a lot of great Mexican restaurants in Toronto.
Look no further than this spot for a great meal.

Their ceviche and fish tacos are da bomb..
Margaritas come in a variety of flavors and as a single drink or by the pitcher.

Do not miss the churros as a finish.  They come with multiple dipping sauces and are great!

They have a great patio in the summertime. 
It gets busy too!  

It's located in the Distillery District.  Green P parking right on the site at a fee. 
This area has a lot of cobblestone walkways so leave the high heels at home.",2
"This restaurant is gorgeous, one of my favourite patios and restaurant designs in the city. Even the menu is beautifully designed. It is very cozy and colourful. It kind of reminds me of the movie coco. I think it's a nice addition to the distillery district. The only thing is I find it a bit on the pricier side but it makes sense given the location. The food is also delicious here, I had the baja and carnita tacos which were both done really well, packed with flavour.  Try it at least once if your in the area :)",2
"we ordered the seven course tasting menu for two, and it was so much food that I'd say I had a solid second trimester food baby: 
-Pepita adobo dip. A nice change of pace from Guacamole and chips
-tuna ceviche
-quinoa queso fresco salad
-handmade tortillas with fresh with and cabbage
-carne Assad's corn tacos
-braised beef with mole
-churros

And a watermelon margarita- delicious!",2
"Would give the drinks a 4/5. Extremely slow wait (~14 minutes to get our drinks). Also asked to remove agave from one of our drinks and the waiter did not communicate that properly to his bar tender - so we got stuck with agave in one of our drinks even though we asked to remove it. 

Not worth the wait. Take your business elsewhere. Did not try the food so I can't give any insight to that.",1
"We came on a Saturday afternoon when the patio was relatively crowded. Even so, it was a brief 10 minute wait to be seated. The patio was very cozy and the decor and ambiance was beautiful. We started with the Esquites, which was an extremely small portion, but tasty with just the right amount of spice. As our main course we chose the Pollo Loco chicken tacos, which were fresh, tender and delicious. 

The only thing about our visit that was not fantastic was that it took a substantial amount of time (20+ minutes) for our entrees (the two tacos) to arrive, and the waiter (in the nicest way) stopped by multiple times to let us know he would be checking on our order.

Overall a great place to satisfy your Spanish/Mexican food craving, and definitely worth a repeat visit!",2
"A lovely little local gem (which of course I discovered thanks to Yelp)!

We visited before COVID times for take out and this tiny place was packed (there are really only about 10 seats or so here). I believe they are offering curbside pick up but please call to make sure!

The lady, who I assumed was the owner, was really lovely and sweet. She took her order and we waited outside the shop so we weren't hovering over the seated peeps enjoying their meals.

Our order was assembled quickly. The lady who took our order also threw in a cheese enchilada for us to try, which was so lovely!

The food was absolutely delicious, the right amount of heat and the food items were packaged with care. Will definitely come back in the future for a sit down meal!",2
"I have nothing to add. The food here is superb, in particular the birria and carnitas. Tacos, nachos / guac are excellent as well. Their dark mole had an undeniably deep flavour but was a bit too chocolatey for my taste. 

It's not ""cheap"" but what do you expect for a place that makes its own tortillas from scratch and spends a day cooking a stew or 30-ingredient mole?",2
"This is the best Mexican food that we have experienced outside of Mexico (where we live 5 months of the year). Not only is the food fantastic, but this establishment 'gives back' to the community through their efforts at helping underprviledged people and families through their foodbank initiatives. Additionally, the level of customer service is second to none. The owner(s) and staff are very lazer focused on customer satisfaction and take tremendous pride in their food. Bravo!",2
"Updated to a 4 Star. :) Came back for some more tacos and they were very good

This is a tiny and homey place. It's the size of a small room and probably can't house more than 10-12 people but its charm makes up for its size. 

Unfortunately, our server did not understand English but luckily, a kind patron translated for us. Despite the language barrier, we did receive friendly service. Some of the other patrons even asked us how we located this place which is when we got to bring up the awesomeness of Yelp haha. :D 

The food was good but wasn't stand-out. I have had better gobernador tacos and chicken enmoladas elsewhere. I was also a little sad that there wasn't any salsa to put on the tacos so it was missing that spicy kick. However, the warm atmosphere has compelled me to return to try their other interesting dishes like the pressed pork in guajillo and their Mexican brunch. So I'd still be willing to return and who knows, you may expect to see an updated review sometime. :)",2
Simply amazing. Lovely people and delicious food. Petite and cute spot. Goat stew stood out particularly,2
"Don't expect a Chipotle/Taco Bell type place!

Parking:  There is drive-thru parking for this plaza, but lot was full of deep potholes.  It's best to park on Macdonald Ave.  It's a small residential street, just north of Lawrence.

Restaurant itself is SMALL.  There are 4 tables and a counter with a few stools.  Restaurant opens early for Desayunos.

I believe this restaurant specialises in Michoacan food, the birthplace of canitas, low and slow cooked meats, and stews such as pozole.  Prices for specialty items were on the ""higher end"", e.g. pozole was $15 and a Michoacano Burrito (snout-to-tail, slow cooked pork), $15.  There wasn't much sauce in the burrito itself, no rice, just meat.  It was nicely cooked, but quite porkie.

Overall, the tastes are quite different than, let's say, your typical taco places downtown.  It's more about regional cooking.

Area seems a bit rough, so some of the prices did surprise me.  Ok to try, but I wouldn't drive out of my way (esp at night) to head there!",1
"Having lived in the states enjoying variety of authentic Mexican food, after moving back to Toronto, I have been fairly disappointed and greatly missed real Mexican food. Coma y Canela saved me. Their food is purely authentic. They make everything home made, even the Mole sauce. You will never be disappointed eating here. The only thing is there are not enough seating and you may have to wait for seats if you visit during busy lunch/dinner time.",2
"If you walk by too fast and you'll miss the store!  It is a very small shop with all sorts of Mexican delights!  It is located directly across from a major subway stop, Dufferin station.  We pre ordered Rosca de Reyes for the new year and it was amazing.  What they don't have at this location can be found in their larger store.   Well worth the stop",2
"Three visits to this place so far, and we've gotten the enmoladas (chicken mole enchiladas) each time. The mole sauce is addictive; The blend of spices, chilis, and chocolate is rich, creamy, and balanced. 

If you're looking for the next level of shareable nachos, the asada chilaquiles is a mammoth portion of salsa poured over tortillas and topped with steak, cheese, cream, avocado, and beans on the side. 

They also have a tasty carnitas, a solid birria and pozole, along with various tacos (we liked the gobernador and the cochinita so far). 

Most of the dishes come with three types of salsa, onions, limes, and cilantro to dress your food with.

For drinks, I'd recommend the Jamaica, a hibiscus iced tea, and the Tepache, fermented pineapple juice and piloncillo. They have a lower level of sweetness, which was appreciated.",2
"The food is great, and I am Mexican. This is the most authentic mexican food I've ever tried in Toronto so far. 
The inconvenience is the location, it's a headache to find a parking spot, and the place is tiny. If you're lucky you will find a table where to sit. But definitely should give it a try !",2
